card_number,as_of,market_usd,source
OP06-036p3,2026-07-20,24.00,tcgplayer
OP06-036p3,2026-07-27,23.83,tcgplayer
OP06-036p3,2026-08-03,23.70,tcgplayer
OP06-036p3,2026-08-10,23.33,tcgplayer
OP06-036p3,2026-08-17,23.13,tcgplayer
OP06-036p3,2026-08-24,22.38,tcgplayer
OP06-036p3,2026-08-31,22.38,tcgplayer
OP06-036p3,2026-09-05,22.38,limitless
OP06-038,2026-09-05,0.32,limitless
OP06-038p1,2025-09-08,0.15,tcgplayer
OP06-038p1,2025-09-15,0.18,tcgplayer
OP06-038p1,2025-09-22,0.20,tcgplayer
OP06-038p1,2025-09-29,0.22,tcgplayer
OP06-038p1,2025-10-06,0.22,tcgplayer
OP06-038p1,2025-10-13,0.23,tcgplayer
OP06-038p1,2025-10-20,0.21,tcgplayer
OP06-038p1,2025-10-27,0.21,tcgplayer
OP06-038p1,2025-11-03,0.21,tcgplayer
OP06-038p1,2025-11-10,0.21,tcgplayer
OP06-038p1,2025-11-17,0.18,tcgplayer
OP06-038p1,2025-11-24,0.15,tcgplayer
OP06-038p1,2025-12-01,0.18,tcgplayer
OP06-038p1,2025-12-08,0.18,tcgplayer
OP06-038p1,2025-12-15,0.19,tcgplayer
OP06-038p1,2025-12-22,0.23,tcgplayer
OP06-038p1,2025-12-29,0.23,tcgplayer
OP06-038p1,2026-01-05,0.16,tcgplayer
OP06-038p1,2026-01-12,0.24,tcgplayer
OP06-038p1,2026-01-19,0.30,tcgplayer
OP06-038p1,2026-01-26,0.32,tcgplayer
OP06-038p1,2026-02-02,0.31,tcgplayer
OP06-038p1,2026-02-09,0.35,tcgplayer
OP06-038p1,2026-02-16,0.32,tcgplayer
OP06-038p1,2026-02-23,0.27,tcgplayer
OP06-038p1,2026-03-02,0.28,tcgplayer
OP06-038p1,2026-03-09,0.31,tcgplayer
OP06-038p1,2026-03-16,0.30,tcgplayer
OP06-038p1,2026-03-23,0.31,tcgplayer
OP06-038p1,2026-03-30,0.37,tcgplayer
OP06-038p1,2026-04-06,0.40,tcgplayer
OP06-038p1,2026-04-13,0.42,tcgplayer
OP06-038p1,2026-04-20,0.37,tcgplayer
OP06-038p1,2026-04-27,0.34,tcgplayer
OP06-038p1,2026-05-04,0.29,tcgplayer
OP06-038p1,2026-05-11,0.29,tcgplayer
OP06-038p1,2026-05-18,0.31,tcgplayer
OP06-038p1,2026-05-25,0.35,tcgplayer
OP06-038p1,2026-06-01,0.34,tcgplayer
OP06-038p1,2026-06-08,0.34,tcgplayer
OP06-038p1,2026-06-15,0.34,tcgplayer
OP06-038p1,2026-06-22,0.33,tcgplayer
OP06-038p1,2026-06-29,0.32,tcgplayer
OP06-038p1,2026-07-06,0.29,tcgplayer
OP06-038p1,2026-07-13,0.29,tcgplayer
OP06-038p1,2026-07-20,0.35,tcgplayer
OP06-038p1,2026-07-27,0.33,tcgplayer
OP06-038p1,2026-08-03,0.30,tcgplayer
OP06-038p1,2026-08-10,0.42,tcgplayer
OP06-038p1,2026-08-17,0.44,tcgplayer
OP06-038p1,2026-08-24,0.71,tcgplayer
OP06-038p1,2026-08-31,0.56,tcgplayer
OP06-038p1,2026-09-05,0.61,limitless
OP06-038p2,2025-09-08,1.38,tcgplayer
OP06-038p2,2025-09-15,1.36,tcgplayer
OP06-038p2,2025-09-22,1.36,tcgplayer
OP06-038p2,2025-09-29,1.61,tcgplayer
OP06-038p2,2025-10-06,1.60,tcgplayer
OP06-038p2,2025-10-13,1.61,tcgplayer
OP06-038p2,2025-10-20,1.67,tcgplayer
OP06-038p2,2025-10-27,1.65,tcgplayer
OP06-038p2,2025-11-03,1.65,tcgplayer
OP06-038p2,2025-11-10,1.65,tcgplayer
OP06-038p2,2025-11-17,1.55,tcgplayer
OP06-038p2,2025-11-24,1.62,tcgplayer
OP06-038p2,2025-12-01,1.93,tcgplayer
OP06-038p2,2025-12-08,2.13,tcgplayer
OP06-038p2,2025-12-15,2.13,tcgplayer
OP06-038p2,2025-12-22,2.41,tcgplayer
OP06-038p2,2025-12-29,2.73,tcgplayer
OP06-038p2,2026-01-05,3.38,tcgplayer
OP06-038p2,2026-01-12,3.44,tcgplayer
OP06-038p2,2026-01-19,3.61,tcgplayer
OP06-038p2,2026-01-26,4.44,tcgplayer
OP06-038p2,2026-02-02,4.64,tcgplayer
OP06-038p2,2026-02-09,4.64,tcgplayer
OP06-038p2,2026-02-16,4.64,tcgplayer
OP06-038p2,2026-02-23,4.64,tcgplayer
OP06-038p2,2026-03-02,4.64,tcgplayer
OP06-038p2,2026-03-09,4.68,tcgplayer
OP06-038p2,2026-03-16,4.68,tcgplayer
OP06-038p2,2026-03-23,4.72,tcgplayer
OP06-038p2,2026-03-30,4.72,tcgplayer
OP06-038p2,2026-04-06,4.75,tcgplayer
OP06-038p2,2026-04-13,4.83,tcgplayer
OP06-038p2,2026-04-20,4.83,tcgplayer
OP06-038p2,2026-04-27,4.97,tcgplayer
OP06-038p2,2026-05-04,4.97,tcgplayer
OP06-038p2,2026-05-11,4.97,tcgplayer
OP06-038p2,2026-05-18,4.97,tcgplayer
OP06-038p2,2026-05-25,4.94,tcgplayer
OP06-038p2,2026-06-01,4.93,tcgplayer
OP06-038p2,2026-06-08,4.98,tcgplayer
OP06-038p2,2026-06-15,4.95,tcgplayer
OP06-038p2,2026-06-22,4.86,tcgplayer
OP06-038p2,2026-06-29,4.86,tcgplayer
OP06-038p2,2026-07-06,4.86,tcgplayer
OP06-038p2,2026-07-13,4.87,tcgplayer
OP06-038p2,2026-07-20,4.77,tcgplayer
OP06-038p2,2026-07-27,4.70,tcgplayer
OP06-038p2,2026-08-03,4.74,tcgplayer
OP06-038p2,2026-08-10,4.67,tcgplayer
OP06-038p2,2026-08-17,4.59,tcgplayer
OP06-038p2,2026-08-24,4.85,tcgplayer
OP06-038p2,2026-08-31,4.74,tcgplayer
OP06-038p2,2026-09-05,4.74,limitless
OP06-056,2026-09-05,0.06,limitless
OP06-056p1,2025-09-08,0.19,tcgplayer
OP06-056p1,2025-09-15,0.20,tcgplayer
OP06-056p1,2025-09-22,0.24,tcgplayer
OP06-056p1,2025-09-29,0.22,tcgplayer
OP06-056p1,2025-10-06,0.23,tcgplayer
OP06-056p1,2025-10-13,0.22,tcgplayer
OP06-056p1,2025-10-20,0.20,tcgplayer
OP06-056p1,2025-10-27,0.21,tcgplayer
OP06-056p1,2025-11-03,0.23,tcgplayer
OP06-056p1,2025-11-10,0.23,tcgplayer
OP06-056p1,2025-11-17,0.22,tcgplayer
OP06-056p1,2025-11-24,0.23,tcgplayer
OP06-056p1,2025-12-01,0.23,tcgplayer
OP06-056p1,2025-12-08,0.23,tcgplayer
OP06-056p1,2025-12-15,0.21,tcgplayer
OP06-056p1,2025-12-22,0.20,tcgplayer
OP06-056p1,2025-12-29,0.21,tcgplayer
OP06-056p1,2026-01-05,0.20,tcgplayer
OP06-056p1,2026-01-12,0.20,tcgplayer
OP06-056p1,2026-01-19,0.21,tcgplayer
OP06-056p1,2026-01-26,0.20,tcgplayer
OP06-056p1,2026-02-02,0.19,tcgplayer
OP06-056p1,2026-02-09,0.19,tcgplayer
OP06-056p1,2026-02-16,0.18,tcgplayer
OP06-056p1,2026-02-23,0.18,tcgplayer
OP06-056p1,2026-03-02,0.18,tcgplayer
OP06-056p1,2026-03-09,0.18,tcgplayer
OP06-056p1,2026-03-16,0.18,tcgplayer
OP06-056p1,2026-03-23,0.18,tcgplayer
OP06-056p1,2026-03-30,0.17,tcgplayer
OP06-056p1,2026-04-06,0.16,tcgplayer
OP06-056p1,2026-04-13,0.16,tcgplayer
OP06-056p1,2026-04-20,0.15,tcgplayer
OP06-056p1,2026-04-27,0.15,tcgplayer
OP06-056p1,2026-05-04,0.15,tcgplayer
OP06-056p1,2026-05-11,0.13,tcgplayer
OP06-056p1,2026-05-18,0.13,tcgplayer
OP06-056p1,2026-05-25,0.15,tcgplayer
OP06-056p1,2026-06-01,0.15,tcgplayer
OP06-056p1,2026-06-08,0.18,tcgplayer
OP06-056p1,2026-06-15,0.22,tcgplayer
OP06-056p1,2026-06-22,0.22,tcgplayer
OP06-056p1,2026-06-29,0.22,tcgplayer
OP06-056p1,2026-07-06,0.22,tcgplayer
OP06-056p1,2026-07-13,0.20,tcgplayer
OP06-056p1,2026-07-20,0.20,tcgplayer
OP06-056p1,2026-07-27,0.22,tcgplayer
OP06-056p1,2026-08-03,0.23,tcgplayer
OP06-056p1,2026-08-10,0.23,tcgplayer
OP06-056p1,2026-08-17,0.22,tcgplayer
OP06-056p1,2026-08-24,0.22,tcgplayer
OP06-056p1,2026-08-31,0.22,tcgplayer
OP06-056p1,2026-09-05,0.22,limitless
OP06-056p2,2025-09-08,7.55,tcgplayer
OP06-056p2,2025-09-15,7.34,tcgplayer
OP06-056p2,2025-09-22,7.34,tcgplayer
OP06-056p2,2025-09-29,7.49,tcgplayer
OP06-056p2,2025-10-06,7.52,tcgplayer
OP06-056p2,2025-10-13,7.48,tcgplayer
OP06-056p2,2025-10-20,7.30,tcgplayer
OP06-056p2,2025-10-27,6.67,tcgplayer
OP06-056p2,2025-11-03,6.67,tcgplayer
OP06-056p2,2025-11-10,6.67,tcgplayer
OP06-056p2,2025-11-17,6.79,tcgplayer
OP06-056p2,2025-11-24,6.66,tcgplayer
OP06-056p2,2025-12-01,6.21,tcgplayer
OP06-056p2,2025-12-08,5.83,tcgplayer
OP06-056p2,2025-12-15,5.81,tcgplayer
OP06-056p2,2025-12-22,5.53,tcgplayer
OP06-056p2,2025-12-29,5.46,tcgplayer
OP06-056p2,2026-01-05,4.98,tcgplayer
OP06-056p2,2026-01-12,4.96,tcgplayer
OP06-056p2,2026-01-19,4.92,tcgplayer
OP06-056p2,2026-01-26,4.67,tcgplayer
OP06-056p2,2026-02-02,4.67,tcgplayer
OP06-056p2,2026-02-09,4.67,tcgplayer
OP06-056p2,2026-02-16,4.67,tcgplayer
OP06-056p2,2026-02-23,4.60,tcgplayer
OP06-056p2,2026-03-02,4.60,tcgplayer
OP06-056p2,2026-03-09,4.43,tcgplayer
OP06-056p2,2026-03-16,4.32,tcgplayer
OP06-056p2,2026-03-23,4.32,tcgplayer
OP06-056p2,2026-03-30,4.21,tcgplayer
OP06-056p2,2026-04-06,3.98,tcgplayer
OP06-056p2,2026-04-13,3.93,tcgplayer
OP06-056p2,2026-04-20,3.88,tcgplayer
OP06-056p2,2026-04-27,3.32,tcgplayer
OP06-056p2,2026-05-04,3.24,tcgplayer
OP06-056p2,2026-05-11,3.20,tcgplayer
OP06-056p2,2026-05-18,2.90,tcgplayer
OP06-056p2,2026-05-25,3.59,tcgplayer
OP06-056p2,2026-06-01,3.79,tcgplayer
OP06-056p2,2026-06-08,3.99,tcgplayer
OP06-056p2,2026-06-15,4.03,tcgplayer
OP06-056p2,2026-06-22,4.03,tcgplayer
OP06-056p2,2026-06-29,4.01,tcgplayer
OP06-056p2,2026-07-06,4.12,tcgplayer
OP06-056p2,2026-07-13,4.12,tcgplayer
OP06-056p2,2026-07-20,4.13,tcgplayer
OP06-056p2,2026-07-27,4.11,tcgplayer
OP06-056p2,2026-08-03,4.11,tcgplayer
OP06-056p2,2026-08-10,4.11,tcgplayer
OP06-056p2,2026-08-17,4.15,tcgplayer
OP06-056p2,2026-08-24,4.23,tcgplayer
OP06-056p2,2026-08-31,4.28,tcgplayer
OP06-056p2,2026-09-05,4.28,limitless
OP06-060,2026-09-05,0.06,limitless
OP06-060p1,2025-09-08,0.23,tcgplayer
OP06-060p1,2025-09-15,0.23,tcgplayer
OP06-060p1,2025-09-22,0.23,tcgplayer
OP06-060p1,2025-09-29,0.23,tcgplayer
OP06-060p1,2025-10-06,0.23,tcgplayer
OP06-060p1,2025-10-13,0.24,tcgplayer
OP06-060p1,2025-10-20,0.22,tcgplayer
OP06-060p1,2025-10-27,0.22,tcgplayer
OP06-060p1,2025-11-03,0.23,tcgplayer
OP06-060p1,2025-11-10,0.22,tcgplayer
OP06-060p1,2025-11-17,0.23,tcgplayer
OP06-060p1,2025-11-24,0.23,tcgplayer
OP06-060p1,2025-12-01,0.24,tcgplayer
OP06-060p1,2025-12-08,0.22,tcgplayer
OP06-060p1,2025-12-15,0.21,tcgplayer
OP06-060p1,2025-12-22,0.22,tcgplayer
OP06-060p1,2025-12-29,0.21,tcgplayer
OP06-060p1,2026-01-05,0.18,tcgplayer
OP06-060p1,2026-01-12,0.19,tcgplayer
OP06-060p1,2026-01-19,0.20,tcgplayer
OP06-060p1,2026-01-26,0.19,tcgplayer
OP06-060p1,2026-02-02,0.20,tcgplayer
OP06-060p1,2026-02-09,0.20,tcgplayer
OP06-060p1,2026-02-16,0.20,tcgplayer
OP06-060p1,2026-02-23,0.20,tcgplayer
OP06-060p1,2026-03-02,0.20,tcgplayer
OP06-060p1,2026-03-09,0.18,tcgplayer
OP06-060p1,2026-03-16,0.19,tcgplayer
OP06-060p1,2026-03-23,0.16,tcgplayer
OP06-060p1,2026-03-30,0.14,tcgplayer
OP06-060p1,2026-04-06,0.14,tcgplayer
OP06-060p1,2026-04-13,0.14,tcgplayer
OP06-060p1,2026-04-20,0.18,tcgplayer
OP06-060p1,2026-04-27,0.19,tcgplayer
OP06-060p1,2026-05-04,0.18,tcgplayer
OP06-060p1,2026-05-11,0.18,tcgplayer
OP06-060p1,2026-05-18,0.19,tcgplayer
OP06-060p1,2026-05-25,0.19,tcgplayer
OP06-060p1,2026-06-01,0.20,tcgplayer
OP06-060p1,2026-06-08,0.19,tcgplayer
OP06-060p1,2026-06-15,0.18,tcgplayer
OP06-060p1,2026-06-22,0.18,tcgplayer
OP06-060p1,2026-06-29,0.15,tcgplayer
OP06-060p1,2026-07-06,0.16,tcgplayer
OP06-060p1,2026-07-13,0.16,tcgplayer
OP06-060p1,2026-07-20,0.17,tcgplayer
OP06-060p1,2026-07-27,0.18,tcgplayer
OP06-060p1,2026-08-03,0.20,tcgplayer
OP06-060p1,2026-08-10,0.20,tcgplayer
OP06-060p1,2026-08-17,0.18,tcgplayer
OP06-060p1,2026-08-24,0.18,tcgplayer
OP06-060p1,2026-08-31,0.18,tcgplayer
OP06-060p1,2026-09-05,0.18,limitless
OP06-060p2,2025-09-08,30.47,tcgplayer
OP06-060p2,2025-09-15,29.45,tcgplayer
OP06-060p2,2025-09-22,28.84,tcgplayer
OP06-060p2,2025-09-29,27.60,tcgplayer
OP06-060p2,2025-10-06,27.02,tcgplayer
OP06-060p2,2025-10-13,25.46,tcgplayer
OP06-060p2,2025-10-20,19.76,tcgplayer
OP06-060p2,2025-10-27,19.14,tcgplayer
OP06-060p2,2025-11-03,18.53,tcgplayer
OP06-060p2,2025-11-10,18.21,tcgplayer
OP06-060p2,2025-11-17,17.85,tcgplayer
OP06-060p2,2025-11-24,17.56,tcgplayer
OP06-060p2,2025-12-01,17.64,tcgplayer
OP06-060p2,2025-12-08,17.31,tcgplayer
OP06-060p2,2025-12-15,17.21,tcgplayer
OP06-060p2,2025-12-22,17.23,tcgplayer
OP06-060p2,2025-12-29,17.23,tcgplayer
OP06-060p2,2026-01-05,17.22,tcgplayer
OP06-060p2,2026-01-12,17.05,tcgplayer
OP06-060p2,2026-01-19,17.18,tcgplayer
OP06-060p2,2026-01-26,17.24,tcgplayer
OP06-060p2,2026-02-02,17.26,tcgplayer
OP06-060p2,2026-02-09,17.24,tcgplayer
OP06-060p2,2026-02-16,17.35,tcgplayer
OP06-060p2,2026-02-23,18.03,tcgplayer
OP06-060p2,2026-03-02,18.03,tcgplayer
OP06-060p2,2026-03-09,18.33,tcgplayer
OP06-060p2,2026-03-16,18.53,tcgplayer
OP06-060p2,2026-03-23,18.53,tcgplayer
OP06-060p2,2026-03-30,18.53,tcgplayer
OP06-060p2,2026-04-06,18.49,tcgplayer
OP06-060p2,2026-04-13,18.45,tcgplayer
OP06-060p2,2026-04-20,18.40,tcgplayer
OP06-060p2,2026-04-27,17.65,tcgplayer
OP06-060p2,2026-05-04,17.33,tcgplayer
OP06-060p2,2026-05-11,16.69,tcgplayer
OP06-060p2,2026-05-18,16.26,tcgplayer
OP06-060p2,2026-05-25,16.26,tcgplayer
OP06-060p2,2026-06-01,16.27,tcgplayer
OP06-060p2,2026-06-08,16.27,tcgplayer
OP06-060p2,2026-06-15,15.88,tcgplayer
OP06-060p2,2026-06-22,15.06,tcgplayer
OP06-060p2,2026-06-29,14.49,tcgplayer
OP06-060p2,2026-07-06,12.95,tcgplayer
OP06-060p2,2026-07-13,12.96,tcgplayer
OP06-060p2,2026-07-20,12.45,tcgplayer
OP06-060p2,2026-07-27,12.36,tcgplayer
OP06-060p2,2026-08-03,12.31,tcgplayer
OP06-060p2,2026-08-10,12.31,tcgplayer
OP06-060p2,2026-08-17,12.14,tcgplayer
OP06-060p2,2026-08-24,12.14,tcgplayer
OP06-060p2,2026-08-31,12.08,tcgplayer
OP06-060p2,2026-09-05,12.14,limitless
OP06-064,2026-09-05,0.06,limitless
OP06-064p1,2025-09-08,0.19,tcgplayer
OP06-064p1,2025-09-15,0.18,tcgplayer
OP06-064p1,2025-09-22,0.23,tcgplayer
OP06-064p1,2025-09-29,0.23,tcgplayer
OP06-064p1,2025-10-06,0.23,tcgplayer
OP06-064p1,2025-10-13,0.24,tcgplayer
OP06-064p1,2025-10-20,0.26,tcgplayer
OP06-064p1,2025-10-27,0.25,tcgplayer
OP06-064p1,2025-11-03,0.25,tcgplayer
OP06-064p1,2025-11-10,0.25,tcgplayer
OP06-064p1,2025-11-17,0.23,tcgplayer
OP06-064p1,2025-11-24,0.22,tcgplayer
OP06-064p1,2025-12-01,0.23,tcgplayer
OP06-064p1,2025-12-08,0.18,tcgplayer
OP06-064p1,2025-12-15,0.19,tcgplayer
OP06-064p1,2025-12-22,0.18,tcgplayer
OP06-064p1,2025-12-29,0.20,tcgplayer
OP06-064p1,2026-01-05,0.18,tcgplayer
OP06-064p1,2026-01-12,0.18,tcgplayer
OP06-064p1,2026-01-19,0.18,tcgplayer
OP06-064p1,2026-01-26,0.17,tcgplayer
OP06-064p1,2026-02-02,0.17,tcgplayer
OP06-064p1,2026-02-09,0.16,tcgplayer
OP06-064p1,2026-02-16,0.14,tcgplayer
OP06-064p1,2026-02-23,0.14,tcgplayer
OP06-064p1,2026-03-02,0.15,tcgplayer
OP06-064p1,2026-03-09,0.14,tcgplayer
OP06-064p1,2026-03-16,0.16,tcgplayer
OP06-064p1,2026-03-23,0.16,tcgplayer
OP06-064p1,2026-03-30,0.16,tcgplayer
OP06-064p1,2026-04-06,0.16,tcgplayer
OP06-064p1,2026-04-13,0.17,tcgplayer
OP06-064p1,2026-04-20,0.20,tcgplayer
OP06-064p1,2026-04-27,0.20,tcgplayer
OP06-064p1,2026-05-04,0.20,tcgplayer
OP06-064p1,2026-05-11,0.19,tcgplayer
OP06-064p1,2026-05-18,0.20,tcgplayer
OP06-064p1,2026-05-25,0.19,tcgplayer
OP06-064p1,2026-06-01,0.18,tcgplayer
OP06-064p1,2026-06-08,0.18,tcgplayer
OP06-064p1,2026-06-15,0.15,tcgplayer
OP06-064p1,2026-06-22,0.16,tcgplayer
OP06-064p1,2026-06-29,0.15,tcgplayer
OP06-064p1,2026-07-06,0.15,tcgplayer
OP06-064p1,2026-07-13,0.15,tcgplayer
OP06-064p1,2026-07-20,0.15,tcgplayer
OP06-064p1,2026-07-27,0.15,tcgplayer
OP06-064p1,2026-08-03,0.15,tcgplayer
OP06-064p1,2026-08-10,0.15,tcgplayer
OP06-064p1,2026-08-17,0.14,tcgplayer
OP06-064p1,2026-08-24,0.15,tcgplayer
OP06-064p1,2026-08-31,0.15,tcgplayer
OP06-064p1,2026-09-05,0.15,limitless
OP06-064p2,2025-09-08,8.14,tcgplayer
OP06-064p2,2025-09-15,7.04,tcgplayer
OP06-064p2,2025-09-22,6.56,tcgplayer
OP06-064p2,2025-09-29,6.39,tcgplayer
OP06-064p2,2025-10-06,6.17,tcgplayer
OP06-064p2,2025-10-13,6.10,tcgplayer
OP06-064p2,2025-10-20,5.79,tcgplayer
OP06-064p2,2025-10-27,5.40,tcgplayer
OP06-064p2,2025-11-03,4.94,tcgplayer
OP06-064p2,2025-11-10,4.91,tcgplayer
OP06-064p2,2025-11-17,4.70,tcgplayer
OP06-064p2,2025-11-24,4.72,tcgplayer
OP06-064p2,2025-12-01,4.75,tcgplayer
OP06-064p2,2025-12-08,4.68,tcgplayer
OP06-064p2,2025-12-15,4.54,tcgplayer
OP06-064p2,2025-12-22,4.48,tcgplayer
OP06-064p2,2025-12-29,4.08,tcgplayer
OP06-064p2,2026-01-05,3.99,tcgplayer
OP06-064p2,2026-01-12,4.32,tcgplayer
OP06-064p2,2026-01-19,4.56,tcgplayer
OP06-064p2,2026-01-26,4.58,tcgplayer
OP06-064p2,2026-02-02,4.73,tcgplayer
OP06-064p2,2026-02-09,4.71,tcgplayer
OP06-064p2,2026-02-16,4.69,tcgplayer
OP06-064p2,2026-02-23,4.68,tcgplayer
OP06-064p2,2026-03-02,4.68,tcgplayer
OP06-064p2,2026-03-09,4.61,tcgplayer
OP06-064p2,2026-03-16,4.71,tcgplayer
OP06-064p2,2026-03-23,4.71,tcgplayer
OP06-064p2,2026-03-30,4.73,tcgplayer
OP06-064p2,2026-04-06,4.81,tcgplayer
OP06-064p2,2026-04-13,4.87,tcgplayer
OP06-064p2,2026-04-20,4.90,tcgplayer
OP06-064p2,2026-04-27,4.75,tcgplayer
OP06-064p2,2026-05-04,4.66,tcgplayer
OP06-064p2,2026-05-11,4.66,tcgplayer
OP06-064p2,2026-05-18,4.84,tcgplayer
OP06-064p2,2026-05-25,4.87,tcgplayer
OP06-064p2,2026-06-01,4.72,tcgplayer
OP06-064p2,2026-06-08,4.67,tcgplayer
OP06-064p2,2026-06-15,4.63,tcgplayer
OP06-064p2,2026-06-22,4.47,tcgplayer
OP06-064p2,2026-06-29,4.35,tcgplayer
OP06-064p2,2026-07-06,4.29,tcgplayer
OP06-064p2,2026-07-13,4.19,tcgplayer
OP06-064p2,2026-07-20,4.32,tcgplayer
OP06-064p2,2026-07-27,4.33,tcgplayer
OP06-064p2,2026-08-03,4.33,tcgplayer
OP06-064p2,2026-08-10,4.34,tcgplayer
OP06-064p2,2026-08-24,4.31,tcgplayer
OP06-064p2,2026-08-31,4.30,tcgplayer
OP06-064p2,2026-09-05,4.31,limitless
OP06-065,2026-09-05,0.15,limitless
OP06-065p1,2025-09-08,0.19,tcgplayer
OP06-065p1,2025-09-15,0.19,tcgplayer
OP06-065p1,2025-09-22,0.22,tcgplayer
OP06-065p1,2025-09-29,0.21,tcgplayer
OP06-065p1,2025-10-06,0.22,tcgplayer
OP06-065p1,2025-10-13,0.22,tcgplayer
OP06-065p1,2025-10-20,0.22,tcgplayer
OP06-065p1,2025-10-27,0.23,tcgplayer
OP06-065p1,2025-11-03,0.23,tcgplayer
OP06-065p1,2025-11-10,0.23,tcgplayer
OP06-065p1,2025-11-17,0.23,tcgplayer
OP06-065p1,2025-11-24,0.22,tcgplayer
OP06-065p1,2025-12-01,0.20,tcgplayer
OP06-065p1,2025-12-08,0.19,tcgplayer
OP06-065p1,2025-12-15,0.19,tcgplayer
OP06-065p1,2025-12-22,0.18,tcgplayer
OP06-065p1,2025-12-29,0.19,tcgplayer
OP06-065p1,2026-01-05,0.20,tcgplayer
OP06-065p1,2026-01-12,0.20,tcgplayer
OP06-065p1,2026-01-19,0.20,tcgplayer
OP06-065p1,2026-01-26,0.20,tcgplayer
OP06-065p1,2026-02-02,0.19,tcgplayer
OP06-065p1,2026-02-09,0.17,tcgplayer
OP06-065p1,2026-02-16,0.21,tcgplayer
OP06-065p1,2026-02-23,0.21,tcgplayer
OP06-065p1,2026-03-02,0.21,tcgplayer
OP06-065p1,2026-03-09,0.21,tcgplayer
OP06-065p1,2026-03-16,0.21,tcgplayer
OP06-065p1,2026-03-23,0.22,tcgplayer
OP06-065p1,2026-03-30,0.21,tcgplayer
OP06-065p1,2026-04-06,0.23,tcgplayer
OP06-065p1,2026-04-13,0.23,tcgplayer
OP06-065p1,2026-04-20,0.23,tcgplayer
OP06-065p1,2026-04-27,0.24,tcgplayer
OP06-065p1,2026-05-04,0.24,tcgplayer
OP06-065p1,2026-05-11,0.20,tcgplayer
OP06-065p1,2026-05-18,0.20,tcgplayer
OP06-065p1,2026-05-25,0.20,tcgplayer
OP06-065p1,2026-06-01,0.21,tcgplayer
OP06-065p1,2026-06-08,0.20,tcgplayer
OP06-065p1,2026-06-15,0.21,tcgplayer
OP06-065p1,2026-06-22,0.21,tcgplayer
OP06-065p1,2026-06-29,0.21,tcgplayer
OP06-065p1,2026-07-06,0.21,tcgplayer
OP06-065p1,2026-07-13,0.21,tcgplayer
OP06-065p1,2026-07-20,0.22,tcgplayer
OP06-065p1,2026-07-27,0.22,tcgplayer
OP06-065p1,2026-08-03,0.22,tcgplayer
OP06-065p1,2026-08-10,0.22,tcgplayer
OP06-065p1,2026-08-17,0.20,tcgplayer
OP06-065p1,2026-08-24,0.20,tcgplayer
OP06-065p1,2026-08-31,0.20,tcgplayer
OP06-065p1,2026-09-05,0.20,limitless
OP06-065p2,2025-09-08,4.65,tcgplayer
OP06-065p2,2025-09-15,4.41,tcgplayer
OP06-065p2,2025-09-22,4.26,tcgplayer
OP06-065p2,2025-09-29,4.16,tcgplayer
OP06-065p2,2025-10-06,3.79,tcgplayer
OP06-065p2,2025-10-13,3.76,tcgplayer
OP06-065p2,2025-10-20,3.65,tcgplayer
OP06-065p2,2025-10-27,3.32,tcgplayer
OP06-065p2,2025-11-03,3.23,tcgplayer
OP06-065p2,2025-11-10,3.05,tcgplayer
OP06-065p2,2025-11-17,2.76,tcgplayer
OP06-065p2,2025-11-24,2.52,tcgplayer
OP06-065p2,2025-12-01,2.56,tcgplayer
OP06-065p2,2025-12-08,2.58,tcgplayer
OP06-065p2,2025-12-15,2.59,tcgplayer
OP06-065p2,2025-12-22,2.68,tcgplayer
OP06-065p2,2025-12-29,2.65,tcgplayer
OP06-065p2,2026-01-05,2.69,tcgplayer
OP06-065p2,2026-01-12,2.68,tcgplayer
OP06-065p2,2026-01-19,2.89,tcgplayer
OP06-065p2,2026-01-26,3.06,tcgplayer
OP06-065p2,2026-02-02,3.26,tcgplayer
OP06-065p2,2026-02-09,3.45,tcgplayer
OP06-065p2,2026-02-16,3.48,tcgplayer
OP06-065p2,2026-02-23,3.49,tcgplayer
OP06-065p2,2026-03-02,3.59,tcgplayer
OP06-065p2,2026-03-09,3.78,tcgplayer
OP06-065p2,2026-03-16,3.82,tcgplayer
OP06-065p2,2026-03-23,3.82,tcgplayer
OP06-065p2,2026-03-30,3.87,tcgplayer
OP06-065p2,2026-04-06,3.78,tcgplayer
OP06-065p2,2026-04-13,3.87,tcgplayer
OP06-065p2,2026-04-20,3.86,tcgplayer
OP06-065p2,2026-04-27,3.95,tcgplayer
OP06-065p2,2026-05-04,3.93,tcgplayer
OP06-065p2,2026-05-11,4.04,tcgplayer
OP06-065p2,2026-05-18,4.01,tcgplayer
OP06-065p2,2026-05-25,4.09,tcgplayer
OP06-065p2,2026-06-01,4.09,tcgplayer
OP06-065p2,2026-06-08,4.15,tcgplayer
OP06-065p2,2026-06-15,4.24,tcgplayer
OP06-065p2,2026-06-22,4.24,tcgplayer
OP06-065p2,2026-06-29,4.27,tcgplayer
OP06-065p2,2026-07-06,4.27,tcgplayer
OP06-065p2,2026-07-13,4.25,tcgplayer
OP06-065p2,2026-07-20,4.25,tcgplayer
OP06-065p2,2026-07-27,4.29,tcgplayer
OP06-065p2,2026-08-03,4.29,tcgplayer
OP06-065p2,2026-08-10,4.26,tcgplayer
OP06-065p2,2026-08-17,4.34,tcgplayer
OP06-065p2,2026-08-24,4.36,tcgplayer
